Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],time
21.04.2023 19:00:00,21.04.2023 20:00:00,0.02,0.04,92.0,450.7,0.0,0.0,0.072,2030.4,0.65,730.9,0.0,100.0,22.0,"(2030, 2659)"
21.04.2023 20:00:00,21.04.2023 21:00:00,0.02,0.0,92.0,517.9,0.0,0.0,0.072,1994.7,0.66,800.1,0.0,100.0,22.0,"(2030, 2660)"
21.04.2023 21:00:00,21.04.2023 22:00:00,0.01,0.0,89.0,529.1,0.0,0.0,0.072,1768.3,0.66,488.2,0.0,100.0,22.0,"(2030, 2661)"
21.04.2023 22:00:00,21.04.2023 23:00:00,0.01,0.0,91.0,544.5,0.0,0.0,0.072,621.4,0.67,306.5,0.0,100.0,22.0,"(2030, 2662)"
21.04.2023 23:00:00,22.04.2023 00:00:00,0.01,0.0,88.0,536.7,0.0,0.0,0.072,329.2,0.65,234.7,0.0,100.0,22.0,"(2030, 2663)"
22.04.2023 00:00:00,22.04.2023 01:00:00,0.02,0.0,100.0,460.2,0.0,0.0,0.072,248.3,0.64,175.3,0.0,100.0,22.0,"(2030, 2664)"
22.04.2023 01:00:00,22.04.2023 02:00:00,0.02,0.0,100.0,430.5,0.0,0.0,0.072,224.3,0.63,143.9,0.0,100.0,22.0,"(2030, 2665)"
22.04.2023 02:00:00,22.04.2023 03:00:00,0.01,0.0,100.0,430.8,0.0,0.0,0.072,193.5,0.63,102.2,0.0,100.0,22.0,"(2030, 2666)"
22.04.2023 03:00:00,22.04.2023 04:00:00,0.01,0.0,100.0,419.5,0.0,0.0,0.072,235.2,0.63,99.0,0.0,100.0,22.0,"(2030, 2667)"
22.04.2023 04:00:00,22.04.2023 05:00:00,0.01,0.0,100.0,415.5,0.0,0.0,0.072,239.9,0.63,102.5,0.0,100.0,22.0,"(2030, 2668)"
22.04.2023 05:00:00,22.04.2023 06:00:00,0.03,0.0,100.0,419.5,0.0,0.0,0.072,155.1,0.65,106.9,0.0,100.0,22.0,"(2030, 2669)"
22.04.2023 06:00:00,22.04.2023 07:00:00,0.05,0.03,100.0,418.0,0.0,0.0,0.072,53.0,0.66,150.7,0.0,100.0,22.0,"(2030, 2670)"
22.04.2023 07:00:00,22.04.2023 08:00:00,0.06,0.08,100.0,429.5,0.0,0.0,0.072,-32.4,0.68,228.9,0.0,100.0,22.0,"(2030, 2671)"
22.04.2023 08:00:00,22.04.2023 09:00:00,0.05,0.23,100.0,435.0,0.0,0.0,0.072,-56.5,0.68,226.6,0.0,100.0,22.0,"(2030, 2672)"
22.04.2023 09:00:00,22.04.2023 10:00:00,0.04,0.44,100.0,406.2,0.0,0.0,0.072,-423.5,0.7,174.6,0.0,100.0,22.0,"(2030, 2673)"
22.04.2023 10:00:00,22.04.2023 11:00:00,0.07,0.63,100.0,279.5,0.0,0.0,0.072,-1329.6,0.7,124.5,0.0,100.0,22.0,"(2030, 2674)"
22.04.2023 11:00:00,22.04.2023 12:00:00,0.13,0.74,100.0,236.3,0.0,0.0,0.072,-1425.8,0.68,134.1,0.0,100.0,22.0,"(2030, 2675)"
22.04.2023 12:00:00,22.04.2023 13:00:00,0.18,0.81,108.0,222.2,0.0,0.0,0.072,-1533.6,0.67,98.5,0.0,100.0,22.0,"(2030, 2676)"
22.04.2023 13:00:00,22.04.2023 14:00:00,0.17,0.82,108.0,220.9,0.0,0.0,0.072,-1405.3,0.67,101.0,0.0,100.0,22.0,"(2030, 2677)"
22.04.2023 14:00:00,22.04.2023 15:00:00,0.16,0.77,108.0,218.6,0.0,0.0,0.072,-1465.7,0.66,90.9,0.0,100.0,22.0,"(2030, 2678)"
22.04.2023 15:00:00,22.04.2023 16:00:00,0.16,0.67,108.0,217.2,0.0,0.0,0.072,-1327.4,0.66,135.3,0.0,100.0,22.0,"(2030, 2679)"
22.04.2023 16:00:00,22.04.2023 17:00:00,0.17,0.53,109.0,213.8,0.0,0.0,0.072,-1086.0,0.65,196.9,0.0,100.0,22.0,"(2030, 2680)"
22.04.2023 17:00:00,22.04.2023 18:00:00,0.19,0.34,112.0,280.6,0.0,0.0,0.072,346.4,0.64,222.8,0.0,100.0,22.0,"(2030, 2681)"
22.04.2023 18:00:00,22.04.2023 19:00:00,0.19,0.15,111.0,390.3,0.0,0.0,0.072,971.7,0.65,306.7,0.0,100.0,22.0,"(2030, 2682)"
22.04.2023 19:00:00,22.04.2023 20:00:00,0.23,0.04,108.0,400.1,0.0,0.0,0.072,2061.0,0.65,547.2,0.0,100.0,22.0,"(2030, 2683)"
22.04.2023 20:00:00,22.04.2023 21:00:00,0.31,0.0,108.0,395.2,0.0,0.0,0.072,1606.7,0.67,570.1,0.0,100.0,22.0,"(2030, 2684)"
22.04.2023 21:00:00,22.04.2023 22:00:00,0.38,0.0,108.0,401.8,0.0,0.0,0.072,1107.1,0.67,315.5,0.0,100.0,22.0,"(2030, 2685)"
22.04.2023 22:00:00,22.04.2023 23:00:00,0.46,0.0,106.0,403.7,0.0,0.0,0.072,478.0,0.66,283.2,0.0,100.0,22.0,"(2030, 2686)"
22.04.2023 23:00:00,23.04.2023 00:00:00,0.52,0.0,104.0,397.2,0.0,0.0,0.072,129.6,0.65,241.5,0.0,100.0,22.0,"(2030, 2687)"
23.04.2023 00:00:00,23.04.2023 01:00:00,0.56,0.0,104.0,389.1,0.0,0.0,0.072,139.7,0.63,240.4,0.0,100.0,22.0,"(2030, 2688)"
23.04.2023 01:00:00,23.04.2023 02:00:00,0.56,0.0,104.0,294.4,0.0,0.0,0.072,-152.9,0.62,204.1,0.0,100.0,22.0,"(2030, 2689)"
23.04.2023 02:00:00,23.04.2023 03:00:00,0.54,0.0,104.0,204.6,0.0,0.0,0.072,-144.5,0.62,171.2,0.0,100.0,22.0,"(2030, 2690)"
23.04.2023 03:00:00,23.04.2023 04:00:00,0.52,0.0,105.0,200.2,0.0,0.0,0.072,-480.8,0.61,198.1,0.0,100.0,22.0,"(2030, 2691)"
23.04.2023 04:00:00,23.04.2023 05:00:00,0.53,0.0,107.0,205.9,0.0,0.0,0.072,-785.4,0.6,141.5,0.0,100.0,22.0,"(2030, 2692)"
23.04.2023 05:00:00,23.04.2023 06:00:00,0.51,0.0,105.0,364.0,0.0,0.0,0.072,-625.6,0.6,160.4,0.0,100.0,22.0,"(2030, 2693)"
23.04.2023 06:00:00,23.04.2023 07:00:00,0.44,0.03,105.0,408.5,0.0,0.0,0.072,-328.6,0.62,204.5,0.0,100.0,22.0,"(2030, 2694)"
23.04.2023 07:00:00,23.04.2023 08:00:00,0.32,0.08,104.0,414.3,0.0,0.0,0.072,-14.9,0.65,229.7,0.0,100.0,22.0,"(2030, 2695)"
23.04.2023 08:00:00,23.04.2023 09:00:00,0.2,0.22,104.0,411.5,0.0,0.0,0.072,-14.4,0.66,253.2,0.0,100.0,22.0,"(2030, 2696)"
23.04.2023 09:00:00,23.04.2023 10:00:00,0.17,0.4,104.0,273.2,0.0,0.0,0.072,-853.1,0.67,188.5,0.0,100.0,22.0,"(2030, 2697)"
23.04.2023 10:00:00,23.04.2023 11:00:00,0.2,0.56,106.0,206.4,0.0,0.0,0.072,-1115.5,0.66,167.9,0.0,100.0,22.0,"(2030, 2698)"
23.04.2023 11:00:00,23.04.2023 12:00:00,0.27,0.65,108.0,208.3,0.0,0.0,0.072,-908.3,0.67,127.6,0.0,100.0,22.0,"(2030, 2699)"
23.04.2023 12:00:00,23.04.2023 13:00:00,0.34,0.68,108.0,207.9,0.0,0.0,0.072,-882.7,0.65,140.6,0.0,100.0,22.0,"(2030, 2700)"
23.04.2023 13:00:00,23.04.2023 14:00:00,0.33,0.65,104.0,211.0,0.0,0.0,0.072,-1308.9,0.66,126.5,0.0,100.0,22.0,"(2030, 2701)"
23.04.2023 14:00:00,23.04.2023 15:00:00,0.31,0.59,104.0,207.8,0.0,0.0,0.072,-1158.4,0.65,146.8,0.0,100.0,22.0,"(2030, 2702)"
23.04.2023 15:00:00,23.04.2023 16:00:00,0.34,0.48,104.0,207.9,0.0,0.0,0.072,-1095.3,0.65,137.8,0.0,100.0,22.0,"(2030, 2703)"
23.04.2023 16:00:00,23.04.2023 17:00:00,0.36,0.35,104.0,208.5,0.0,0.0,0.072,-1006.3,0.65,153.5,0.0,100.0,22.0,"(2030, 2704)"
23.04.2023 17:00:00,23.04.2023 18:00:00,0.36,0.22,104.0,255.4,0.0,0.0,0.072,-154.2,0.66,295.3,0.0,100.0,22.0,"(2030, 2705)"
23.04.2023 18:00:00,23.04.2023 19:00:00,0.35,0.09,104.0,376.0,0.0,0.0,0.072,621.4,0.67,434.5,0.0,100.0,22.0,"(2030, 2706)"
23.04.2023 19:00:00,23.04.2023 20:00:00,0.34,0.03,104.0,386.4,0.0,0.0,0.072,1886.8,0.66,511.7,0.0,100.0,22.0,"(2030, 2707)"
23.04.2023 20:00:00,23.04.2023 21:00:00,0.35,0.0,104.0,391.7,0.0,0.0,0.072,1800.0,0.67,574.6,0.0,100.0,22.0,"(2030, 2708)"
23.04.2023 21:00:00,23.04.2023 22:00:00,0.44,0.0,104.0,399.2,0.0,0.0,0.072,689.6,0.68,414.4,0.0,100.0,22.0,"(2030, 2709)"
23.04.2023 22:00:00,23.04.2023 23:00:00,0.58,0.0,104.0,402.6,0.0,0.0,0.072,69.7,0.68,298.5,0.0,100.0,22.0,"(2030, 2710)"
23.04.2023 23:00:00,24.04.2023 00:00:00,0.67,0.0,104.0,406.1,0.0,0.0,0.072,-484.5,0.67,218.7,0.0,100.0,22.0,"(2030, 2711)"
24.04.2023 00:00:00,24.04.2023 01:00:00,0.57,0.0,104.0,302.9,0.0,0.0,0.072,-690.4,0.67,241.2,0.0,100.0,22.0,"(2030, 2712)"
24.04.2023 01:00:00,24.04.2023 02:00:00,0.52,0.0,104.0,201.8,0.0,0.0,0.072,-917.1,0.66,264.5,0.0,100.0,22.0,"(2030, 2713)"
24.04.2023 02:00:00,24.04.2023 03:00:00,0.42,0.0,104.0,200.4,0.0,0.0,0.072,-933.8,0.67,234.7,0.0,100.0,22.0,"(2030, 2714)"
24.04.2023 03:00:00,24.04.2023 04:00:00,0.29,0.0,104.0,206.3,0.0,0.0,0.072,-958.3,0.68,205.0,0.0,100.0,22.0,"(2030, 2715)"
24.04.2023 04:00:00,24.04.2023 05:00:00,0.14,0.0,96.0,256.7,0.0,0.0,0.072,-800.1,0.69,226.9,0.0,100.0,22.0,"(2030, 2716)"
24.04.2023 05:00:00,24.04.2023 06:00:00,0.07,0.0,96.0,445.3,0.0,0.0,0.072,-224.8,0.69,277.6,0.0,100.0,22.0,"(2030, 2717)"
24.04.2023 06:00:00,24.04.2023 07:00:00,0.1,0.03,96.0,574.2,0.0,0.0,0.072,394.2,0.68,346.7,0.0,100.0,22.0,"(2030, 2718)"
24.04.2023 07:00:00,24.04.2023 08:00:00,0.09,0.05,96.0,519.8,0.0,0.0,0.072,1231.8,0.67,632.8,0.0,100.0,22.0,"(2030, 2719)"
24.04.2023 08:00:00,24.04.2023 09:00:00,0.11,0.11,96.0,628.7,0.0,0.0,0.072,1146.6,0.68,671.3,0.0,100.0,22.0,"(2030, 2720)"
24.04.2023 09:00:00,24.04.2023 10:00:00,0.16,0.18,96.0,641.9,0.0,0.0,0.072,745.0,0.69,490.0,0.0,100.0,22.0,"(2030, 2721)"
24.04.2023 10:00:00,24.04.2023 11:00:00,0.28,0.24,96.0,649.2,0.0,0.0,0.072,265.2,0.7,486.2,0.0,100.0,22.0,"(2030, 2722)"
24.04.2023 11:00:00,24.04.2023 12:00:00,0.43,0.3,96.0,644.4,0.0,0.0,0.072,96.8,0.69,386.5,0.0,100.0,22.0,"(2030, 2723)"
24.04.2023 12:00:00,24.04.2023 13:00:00,0.44,0.36,96.0,648.2,0.0,0.0,0.072,-11.5,0.68,347.7,0.0,100.0,22.0,"(2030, 2724)"
24.04.2023 13:00:00,24.04.2023 14:00:00,0.37,0.37,96.0,399.4,0.0,0.0,0.072,90.1,0.69,346.6,0.0,100.0,22.0,"(2030, 2725)"
24.04.2023 14:00:00,24.04.2023 15:00:00,0.31,0.36,99.0,299.4,0.0,0.0,0.072,-16.8,0.69,419.6,0.0,100.0,22.0,"(2030, 2726)"
24.04.2023 15:00:00,24.04.2023 16:00:00,0.25,0.31,100.0,307.3,0.0,0.0,0.072,-31.4,0.69,351.4,0.0,100.0,22.0,"(2030, 2727)"
24.04.2023 16:00:00,24.04.2023 17:00:00,0.15,0.25,96.0,342.7,0.0,0.0,0.072,325.1,0.7,352.1,0.0,100.0,22.0,"(2030, 2728)"
24.04.2023 17:00:00,24.04.2023 18:00:00,0.1,0.17,96.0,472.3,0.0,0.0,0.072,365.9,0.73,368.3,0.0,100.0,22.0,"(2030, 2729)"
24.04.2023 18:00:00,24.04.2023 19:00:00,0.37,0.09,96.0,519.0,0.0,0.0,0.072,371.1,0.73,377.8,0.0,100.0,22.0,"(2030, 2730)"
24.04.2023 19:00:00,24.04.2023 20:00:00,0.44,0.03,96.0,514.4,0.0,0.0,0.072,764.3,0.74,467.6,0.0,100.0,22.0,"(2030, 2731)"
24.04.2023 20:00:00,24.04.2023 21:00:00,0.39,0.0,96.0,513.4,0.0,0.0,0.072,1691.2,0.75,724.2,0.0,100.0,22.0,"(2030, 2732)"
24.04.2023 21:00:00,24.04.2023 22:00:00,0.55,0.0,96.0,510.0,0.0,0.0,0.072,1300.9,0.74,462.6,0.0,100.0,22.0,"(2030, 2733)"
24.04.2023 22:00:00,24.04.2023 23:00:00,0.68,0.0,98.0,427.1,0.0,0.0,0.072,-86.2,0.75,286.5,0.0,100.0,22.0,"(2030, 2734)"
24.04.2023 23:00:00,25.04.2023 00:00:00,0.78,0.0,100.0,383.6,0.0,0.0,0.072,-493.9,0.71,228.9,0.0,100.0,22.0,"(2030, 2735)"
25.04.2023 00:00:00,25.04.2023 01:00:00,0.79,0.0,100.0,464.7,0.0,0.0,0.072,-316.8,0.7,262.1,0.0,100.0,22.0,"(2030, 2736)"
25.04.2023 01:00:00,25.04.2023 02:00:00,0.77,0.0,100.0,483.1,0.0,0.0,0.072,-342.7,0.7,237.8,0.0,100.0,22.0,"(2030, 2737)"
25.04.2023 02:00:00,25.04.2023 03:00:00,0.83,0.0,100.0,474.2,0.0,0.0,0.072,-524.3,0.69,236.3,0.0,100.0,22.0,"(2030, 2738)"
25.04.2023 03:00:00,25.04.2023 04:00:00,0.74,0.0,100.0,434.9,0.0,0.0,0.072,-515.4,0.69,253.2,0.0,100.0,22.0,"(2030, 2739)"
25.04.2023 04:00:00,25.04.2023 05:00:00,0.72,0.0,100.0,678.1,0.0,0.0,0.072,-384.2,0.69,227.2,0.0,100.0,22.0,"(2030, 2740)"
25.04.2023 05:00:00,25.04.2023 06:00:00,0.65,0.0,100.0,1101.3,0.0,0.0,0.072,152.6,0.68,233.4,0.0,100.0,22.0,"(2030, 2741)"
25.04.2023 06:00:00,25.04.2023 07:00:00,0.54,0.03,100.0,1416.9,0.0,0.0,0.072,1138.4,0.69,430.8,0.0,100.0,22.0,"(2030, 2742)"
25.04.2023 07:00:00,25.04.2023 08:00:00,0.48,0.07,100.0,1432.0,0.0,0.0,0.072,1247.6,0.71,511.6,0.0,100.0,22.0,"(2030, 2743)"
25.04.2023 08:00:00,25.04.2023 09:00:00,0.34,0.18,100.0,1470.8,0.0,0.0,0.072,1349.7,0.72,520.8,0.0,100.0,22.0,"(2030, 2744)"
25.04.2023 09:00:00,25.04.2023 10:00:00,0.25,0.29,100.0,1536.5,0.0,0.0,0.072,388.8,0.73,475.1,0.0,100.0,22.0,"(2030, 2745)"
25.04.2023 10:00:00,25.04.2023 11:00:00,0.25,0.37,100.0,1424.2,0.0,0.0,0.072,328.1,0.72,378.4,0.0,100.0,22.0,"(2030, 2746)"
25.04.2023 11:00:00,25.04.2023 12:00:00,0.26,0.41,100.0,1457.9,0.0,0.0,0.072,43.2,0.73,307.7,0.0,100.0,22.0,"(2030, 2747)"
25.04.2023 12:00:00,25.04.2023 13:00:00,0.27,0.43,101.0,911.0,0.0,0.0,0.072,26.6,0.73,336.5,0.0,100.0,22.0,"(2030, 2748)"
25.04.2023 13:00:00,25.04.2023 14:00:00,0.24,0.43,104.0,680.4,0.0,0.0,0.072,-106.1,0.72,360.6,0.0,100.0,22.0,"(2030, 2749)"
25.04.2023 14:00:00,25.04.2023 15:00:00,0.35,0.41,104.0,668.0,0.0,0.0,0.072,-60.2,0.71,359.3,0.0,100.0,22.0,"(2030, 2750)"
25.04.2023 15:00:00,25.04.2023 16:00:00,0.34,0.35,104.0,669.8,0.0,0.0,0.072,-349.7,0.7,408.9,0.0,100.0,22.0,"(2030, 2751)"
25.04.2023 16:00:00,25.04.2023 17:00:00,0.29,0.28,104.0,679.0,0.0,0.0,0.072,-732.1,0.7,346.6,0.0,100.0,22.0,"(2030, 2752)"
25.04.2023 17:00:00,25.04.2023 18:00:00,0.41,0.19,104.0,1151.5,0.0,0.0,0.072,0.0,0.67,382.8,0.0,100.0,22.0,"(2030, 2753)"
25.04.2023 18:00:00,25.04.2023 19:00:00,0.54,0.1,104.0,1375.1,0.0,0.0,0.072,206.3,0.68,436.0,0.0,100.0,22.0,"(2030, 2754)"
25.04.2023 19:00:00,25.04.2023 20:00:00,0.5,0.04,100.0,1365.1,0.0,0.0,0.072,1388.8,0.67,679.8,0.0,100.0,22.0,"(2030, 2755)"
25.04.2023 20:00:00,25.04.2023 21:00:00,0.44,0.0,100.0,1441.8,0.0,0.0,0.072,2068.9,0.68,832.4,0.0,100.0,22.0,"(2030, 2756)"
25.04.2023 21:00:00,25.04.2023 22:00:00,0.56,0.0,100.0,1447.5,0.0,0.0,0.072,1718.0,0.68,565.2,0.0,100.0,22.0,"(2030, 2757)"
25.04.2023 22:00:00,25.04.2023 23:00:00,0.6,0.0,104.0,1449.3,0.0,0.0,0.072,1618.5,0.67,471.2,0.0,100.0,22.0,"(2030, 2758)"
25.04.2023 23:00:00,26.04.2023 00:00:00,0.62,0.0,104.0,1318.2,0.0,0.0,0.072,396.3,0.66,282.8,0.0,100.0,22.0,"(2030, 2759)"
26.04.2023 00:00:00,26.04.2023 01:00:00,0.69,0.0,116.0,1224.3,0.0,0.0,0.072,194.0,0.64,221.3,0.0,100.0,22.0,"(2030, 2760)"
26.04.2023 01:00:00,26.04.2023 02:00:00,0.73,0.0,116.0,1023.7,0.0,0.0,0.072,152.7,0.64,187.1,0.0,100.0,22.0,"(2030, 2761)"
26.04.2023 02:00:00,26.04.2023 03:00:00,0.67,0.0,116.0,991.6,0.0,0.0,0.072,106.7,0.63,241.0,0.0,100.0,22.0,"(2030, 2762)"
26.04.2023 03:00:00,26.04.2023 04:00:00,0.6,0.0,116.0,959.4,0.0,0.0,0.072,157.9,0.63,231.3,0.0,100.0,22.0,"(2030, 2763)"
26.04.2023 04:00:00,26.04.2023 05:00:00,0.66,0.0,116.0,1016.0,0.0,0.0,0.072,122.9,0.63,202.5,0.0,100.0,22.0,"(2030, 2764)"
26.04.2023 05:00:00,26.04.2023 06:00:00,0.64,0.0,113.0,1291.9,0.0,0.0,0.072,171.8,0.62,226.0,0.0,100.0,22.0,"(2030, 2765)"
26.04.2023 06:00:00,26.04.2023 07:00:00,0.54,0.03,112.0,1351.0,0.0,0.0,0.072,693.2,0.66,522.3,0.0,100.0,22.0,"(2030, 2766)"
26.04.2023 07:00:00,26.04.2023 08:00:00,0.4,0.07,116.0,1371.6,0.0,0.0,0.072,1245.2,0.68,667.5,0.0,100.0,22.0,"(2030, 2767)"
26.04.2023 08:00:00,26.04.2023 09:00:00,0.35,0.17,119.0,1396.2,0.0,0.0,0.072,813.4,0.69,623.0,0.0,100.0,22.0,"(2030, 2768)"
26.04.2023 09:00:00,26.04.2023 10:00:00,0.35,0.3,123.0,1220.1,0.0,0.0,0.072,202.3,0.68,458.1,0.0,100.0,22.0,"(2030, 2769)"
26.04.2023 10:00:00,26.04.2023 11:00:00,0.48,0.4,124.0,885.3,0.0,0.0,0.072,-9.8,0.69,310.1,0.0,100.0,22.0,"(2030, 2770)"
26.04.2023 11:00:00,26.04.2023 12:00:00,0.55,0.46,128.0,762.7,0.0,0.0,0.072,-89.2,0.68,323.7,0.0,100.0,22.0,"(2030, 2771)"
26.04.2023 12:00:00,26.04.2023 13:00:00,0.5,0.52,128.0,678.7,0.0,0.0,0.072,-45.2,0.67,308.1,0.0,100.0,22.0,"(2030, 2772)"
26.04.2023 13:00:00,26.04.2023 14:00:00,0.45,0.56,128.0,621.9,0.0,0.0,0.072,9.4,0.66,355.8,0.0,100.0,22.0,"(2030, 2773)"
26.04.2023 14:00:00,26.04.2023 15:00:00,0.39,0.55,129.0,633.3,0.0,0.0,0.072,319.2,0.65,224.4,0.0,100.0,22.0,"(2030, 2774)"
26.04.2023 15:00:00,26.04.2023 16:00:00,0.34,0.49,129.0,636.3,0.0,0.0,0.072,247.5,0.64,224.8,0.0,100.0,22.0,"(2030, 2775)"
26.04.2023 16:00:00,26.04.2023 17:00:00,0.31,0.4,128.0,882.9,0.0,0.0,0.072,278.6,0.64,230.9,0.0,100.0,22.0,"(2030, 2776)"
26.04.2023 17:00:00,26.04.2023 18:00:00,0.29,0.26,124.0,1191.5,0.0,0.0,0.072,501.8,0.65,352.6,0.0,100.0,22.0,"(2030, 2777)"
26.04.2023 18:00:00,26.04.2023 19:00:00,0.23,0.12,120.0,1345.5,0.0,0.0,0.072,979.9,0.67,519.8,0.0,100.0,22.0,"(2030, 2778)"
26.04.2023 19:00:00,26.04.2023 20:00:00,0.16,0.04,116.0,1385.5,0.0,0.0,0.072,1844.9,0.68,698.1,0.0,100.0,22.0,"(2030, 2779)"
26.04.2023 20:00:00,26.04.2023 21:00:00,0.17,0.0,116.0,1404.8,0.0,0.0,0.072,1804.9,0.69,781.4,0.0,100.0,22.0,"(2030, 2780)"
26.04.2023 21:00:00,26.04.2023 22:00:00,0.18,0.0,112.0,1412.6,0.0,0.0,0.072,1643.6,0.69,707.9,0.0,100.0,22.0,"(2030, 2781)"
26.04.2023 22:00:00,26.04.2023 23:00:00,0.12,0.0,110.0,1419.3,0.0,0.0,0.072,763.7,0.7,581.1,0.0,100.0,22.0,"(2030, 2782)"
26.04.2023 23:00:00,27.04.2023 00:00:00,0.08,0.0,106.0,1414.4,0.0,0.0,0.072,285.6,0.68,376.9,0.0,100.0,22.0,"(2030, 2783)"
27.04.2023 00:00:00,27.04.2023 01:00:00,0.03,0.0,96.0,1455.1,0.0,0.0,0.072,301.8,0.62,383.9,0.0,100.0,22.0,"(2030, 2784)"
27.04.2023 01:00:00,27.04.2023 02:00:00,0.01,0.0,96.0,1269.9,0.0,0.0,0.072,87.3,0.62,186.0,0.0,100.0,22.0,"(2030, 2785)"
27.04.2023 02:00:00,27.04.2023 03:00:00,0.01,0.0,96.0,1224.9,0.0,0.0,0.072,125.3,0.61,169.6,0.0,100.0,22.0,"(2030, 2786)"
27.04.2023 03:00:00,27.04.2023 04:00:00,0.01,0.0,96.0,1225.5,0.0,0.0,0.072,47.5,0.6,130.1,0.0,100.0,22.0,"(2030, 2787)"
27.04.2023 04:00:00,27.04.2023 05:00:00,0.01,0.0,96.0,1219.1,0.0,0.0,0.072,43.6,0.6,133.6,0.0,100.0,22.0,"(2030, 2788)"
27.04.2023 05:00:00,27.04.2023 06:00:00,0.01,0.0,96.0,1478.8,0.0,0.0,0.072,226.8,0.59,368.8,0.0,100.0,22.0,"(2030, 2789)"
27.04.2023 06:00:00,27.04.2023 07:00:00,0.01,0.03,96.0,1471.0,0.0,0.0,0.072,1108.8,0.62,730.4,0.0,100.0,22.0,"(2030, 2790)"
27.04.2023 07:00:00,27.04.2023 08:00:00,0.0,0.08,96.0,1473.9,0.0,0.0,0.072,1594.1,0.62,825.3,0.0,100.0,22.0,"(2030, 2791)"
27.04.2023 08:00:00,27.04.2023 09:00:00,0.0,0.21,96.0,1494.0,0.0,0.0,0.072,1464.5,0.63,796.3,0.0,100.0,22.0,"(2030, 2792)"
27.04.2023 09:00:00,27.04.2023 10:00:00,0.0,0.36,96.0,1542.9,0.0,0.0,0.072,441.0,0.64,396.1,0.0,100.0,22.0,"(2030, 2793)"
27.04.2023 10:00:00,27.04.2023 11:00:00,0.0,0.45,96.0,1524.7,0.0,0.0,0.072,-60.3,0.65,241.8,0.0,100.0,22.0,"(2030, 2794)"
27.04.2023 11:00:00,27.04.2023 12:00:00,0.0,0.5,96.0,1244.8,0.0,0.0,0.072,-216.3,0.65,267.4,0.0,100.0,22.0,"(2030, 2795)"
27.04.2023 12:00:00,27.04.2023 13:00:00,0.0,0.53,96.0,866.9,0.0,0.0,0.072,-262.6,0.66,304.5,0.0,100.0,22.0,"(2030, 2796)"
27.04.2023 13:00:00,27.04.2023 14:00:00,0.01,0.54,96.0,708.2,0.0,0.0,0.072,-347.0,0.66,283.2,0.0,100.0,22.0,"(2030, 2797)"
27.04.2023 14:00:00,27.04.2023 15:00:00,0.01,0.52,96.0,709.7,0.0,0.0,0.072,-154.5,0.64,257.2,0.0,100.0,22.0,"(2030, 2798)"
27.04.2023 15:00:00,27.04.2023 16:00:00,0.02,0.45,96.0,767.7,0.0,0.0,0.072,-270.5,0.63,243.1,0.0,100.0,22.0,"(2030, 2799)"
27.04.2023 16:00:00,27.04.2023 17:00:00,0.03,0.37,96.0,1223.9,0.0,0.0,0.072,-218.2,0.62,176.1,0.0,100.0,22.0,"(2030, 2800)"
27.04.2023 17:00:00,27.04.2023 18:00:00,0.02,0.25,96.0,1353.9,0.0,0.0,0.072,53.2,0.6,321.9,0.0,100.0,22.0,"(2030, 2801)"
27.04.2023 18:00:00,27.04.2023 19:00:00,0.01,0.12,96.0,1384.6,0.0,0.0,0.072,840.4,0.61,555.7,0.0,100.0,22.0,"(2030, 2802)"
27.04.2023 19:00:00,27.04.2023 20:00:00,0.01,0.04,96.0,1449.4,0.0,0.0,0.072,1834.6,0.61,682.2,0.0,100.0,22.0,"(2030, 2803)"
27.04.2023 20:00:00,27.04.2023 21:00:00,0.01,0.0,96.0,1469.8,0.0,0.0,0.072,2066.7,0.61,805.3,0.0,100.0,22.0,"(2030, 2804)"
27.04.2023 21:00:00,27.04.2023 22:00:00,0.01,0.0,96.0,1473.8,0.0,0.0,0.072,1815.0,0.6,789.0,0.0,100.0,22.0,"(2030, 2805)"
27.04.2023 22:00:00,27.04.2023 23:00:00,0.04,0.0,96.0,1346.2,0.0,0.0,0.072,1035.7,0.59,618.5,0.0,100.0,22.0,"(2030, 2806)"
27.04.2023 23:00:00,28.04.2023 00:00:00,0.07,0.0,96.0,1105.7,0.0,0.0,0.072,391.6,0.6,333.2,0.0,100.0,22.0,"(2030, 2807)"
28.04.2023 00:00:00,28.04.2023 01:00:00,0.1,0.0,100.0,1046.2,0.0,0.0,0.072,88.5,0.58,251.4,0.0,100.0,22.0,"(2030, 2808)"
28.04.2023 01:00:00,28.04.2023 02:00:00,0.15,0.0,100.0,723.9,0.0,0.0,0.072,-115.5,0.58,134.1,0.0,100.0,22.0,"(2030, 2809)"
28.04.2023 02:00:00,28.04.2023 03:00:00,0.15,0.0,100.0,565.3,0.0,0.0,0.072,-49.3,0.58,155.1,0.0,100.0,22.0,"(2030, 2810)"
28.04.2023 03:00:00,28.04.2023 04:00:00,0.18,0.0,100.0,536.7,0.0,0.0,0.072,-85.5,0.58,135.6,0.0,100.0,22.0,"(2030, 2811)"
