Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],time
15.04.2023 10:00:00,15.04.2023 11:00:00,0.03,0.23,108.0,1319.8,0.0,0.0,0.072,-260.1,0.65,220.5,0.0,100.0,22.0,"(2030, 2506)"
15.04.2023 11:00:00,15.04.2023 12:00:00,0.02,0.29,108.0,1093.5,0.0,0.0,0.072,-236.4,0.63,166.9,0.0,100.0,22.0,"(2030, 2507)"
15.04.2023 12:00:00,15.04.2023 13:00:00,0.03,0.34,108.0,835.0,0.0,0.0,0.072,-528.2,0.62,155.5,0.0,100.0,22.0,"(2030, 2508)"
15.04.2023 13:00:00,15.04.2023 14:00:00,0.02,0.38,108.0,725.0,0.0,0.0,0.072,-698.8,0.61,113.8,0.0,100.0,22.0,"(2030, 2509)"
15.04.2023 14:00:00,15.04.2023 15:00:00,0.02,0.39,108.0,701.1,0.0,0.0,0.072,-727.8,0.6,137.9,0.0,100.0,22.0,"(2030, 2510)"
15.04.2023 15:00:00,15.04.2023 16:00:00,0.03,0.35,108.0,699.3,0.0,0.0,0.072,-853.5,0.59,125.9,0.0,100.0,22.0,"(2030, 2511)"
15.04.2023 16:00:00,15.04.2023 17:00:00,0.03,0.27,106.0,750.0,0.0,0.0,0.072,-394.3,0.59,205.9,0.0,100.0,22.0,"(2030, 2512)"
15.04.2023 17:00:00,15.04.2023 18:00:00,0.03,0.17,108.0,1023.8,0.0,0.0,0.072,-26.6,0.61,235.2,0.0,100.0,22.0,"(2030, 2513)"
15.04.2023 18:00:00,15.04.2023 19:00:00,0.02,0.07,108.0,1378.8,0.0,0.0,0.072,473.1,0.64,339.0,0.0,100.0,22.0,"(2030, 2514)"
15.04.2023 19:00:00,15.04.2023 20:00:00,0.03,0.02,108.0,1448.0,0.0,0.0,0.072,655.9,0.65,449.4,0.0,100.0,22.0,"(2030, 2515)"
15.04.2023 20:00:00,15.04.2023 21:00:00,0.03,0.0,108.0,1471.7,0.0,0.0,0.072,698.2,0.65,444.8,0.0,100.0,22.0,"(2030, 2516)"
15.04.2023 21:00:00,15.04.2023 22:00:00,0.03,0.0,108.0,1473.4,0.0,0.0,0.072,588.0,0.65,383.0,0.0,100.0,22.0,"(2030, 2517)"
15.04.2023 22:00:00,15.04.2023 23:00:00,0.03,0.0,108.0,1490.9,0.0,0.0,0.072,277.0,0.66,286.0,0.0,100.0,22.0,"(2030, 2518)"
15.04.2023 23:00:00,16.04.2023 00:00:00,0.04,0.0,108.0,1464.5,0.0,0.0,0.072,126.6,0.64,200.9,0.0,100.0,22.0,"(2030, 2519)"
16.04.2023 00:00:00,16.04.2023 01:00:00,0.03,0.0,111.0,1142.4,0.0,0.0,0.072,191.8,0.63,170.4,0.0,100.0,22.0,"(2030, 2520)"
16.04.2023 01:00:00,16.04.2023 02:00:00,0.02,0.0,111.0,920.4,0.0,0.0,0.072,5.5,0.63,137.2,0.0,100.0,22.0,"(2030, 2521)"
16.04.2023 02:00:00,16.04.2023 03:00:00,0.03,0.0,112.0,754.0,0.0,0.0,0.072,140.0,0.63,150.4,0.0,100.0,22.0,"(2030, 2522)"
16.04.2023 03:00:00,16.04.2023 04:00:00,0.02,0.0,112.0,671.8,0.0,0.0,0.072,124.7,0.63,139.8,0.0,100.0,22.0,"(2030, 2523)"
16.04.2023 04:00:00,16.04.2023 05:00:00,0.01,0.0,109.0,681.5,0.0,0.0,0.072,-78.5,0.63,124.1,0.0,100.0,22.0,"(2030, 2524)"
16.04.2023 05:00:00,16.04.2023 06:00:00,0.01,0.0,108.0,820.1,0.0,0.0,0.072,18.7,0.63,123.4,0.0,100.0,22.0,"(2030, 2525)"
16.04.2023 06:00:00,16.04.2023 07:00:00,0.02,0.02,108.0,886.3,0.0,0.0,0.072,132.9,0.64,138.4,0.0,100.0,22.0,"(2030, 2526)"
16.04.2023 07:00:00,16.04.2023 08:00:00,0.03,0.05,108.0,944.8,0.0,0.0,0.072,112.3,0.64,141.8,0.0,100.0,22.0,"(2030, 2527)"
16.04.2023 08:00:00,16.04.2023 09:00:00,0.02,0.13,108.0,1233.1,0.0,0.0,0.072,141.6,0.65,194.3,0.0,100.0,22.0,"(2030, 2528)"
16.04.2023 09:00:00,16.04.2023 10:00:00,0.01,0.25,108.0,1287.2,0.0,0.0,0.072,106.7,0.65,182.0,0.0,100.0,22.0,"(2030, 2529)"
16.04.2023 10:00:00,16.04.2023 11:00:00,0.01,0.36,105.0,1127.3,0.0,0.0,0.072,-5.0,0.65,178.7,0.0,100.0,22.0,"(2030, 2530)"
16.04.2023 11:00:00,16.04.2023 12:00:00,0.01,0.42,108.0,955.7,0.0,0.0,0.072,-50.1,0.64,147.6,0.0,100.0,22.0,"(2030, 2531)"
16.04.2023 12:00:00,16.04.2023 13:00:00,0.02,0.47,108.0,769.6,0.0,0.0,0.072,-310.9,0.63,165.4,0.0,100.0,22.0,"(2030, 2532)"
16.04.2023 13:00:00,16.04.2023 14:00:00,0.01,0.51,106.0,682.4,0.0,0.0,0.072,-808.3,0.63,185.6,0.0,100.0,22.0,"(2030, 2533)"
16.04.2023 14:00:00,16.04.2023 15:00:00,0.03,0.51,104.0,621.8,0.0,0.0,0.072,-701.0,0.61,159.9,0.0,100.0,22.0,"(2030, 2534)"
16.04.2023 15:00:00,16.04.2023 16:00:00,0.05,0.45,104.0,612.9,0.0,0.0,0.072,-765.3,0.6,115.3,0.0,100.0,22.0,"(2030, 2535)"
16.04.2023 16:00:00,16.04.2023 17:00:00,0.08,0.36,107.0,648.3,0.0,0.0,0.072,-884.9,0.6,160.9,0.0,100.0,22.0,"(2030, 2536)"
16.04.2023 17:00:00,16.04.2023 18:00:00,0.14,0.24,107.0,725.2,0.0,0.0,0.072,-652.2,0.61,203.3,0.0,100.0,22.0,"(2030, 2537)"
16.04.2023 18:00:00,16.04.2023 19:00:00,0.19,0.11,104.0,880.4,0.0,0.0,0.072,565.0,0.63,325.8,0.0,100.0,22.0,"(2030, 2538)"
16.04.2023 19:00:00,16.04.2023 20:00:00,0.27,0.03,104.0,831.7,0.0,0.0,0.072,1790.9,0.64,517.6,0.0,100.0,22.0,"(2030, 2539)"
16.04.2023 20:00:00,16.04.2023 21:00:00,0.35,0.0,104.0,816.4,0.0,0.0,0.072,1912.2,0.64,643.8,0.0,100.0,22.0,"(2030, 2540)"
16.04.2023 21:00:00,16.04.2023 22:00:00,0.43,0.0,104.0,816.6,0.0,0.0,0.072,1696.3,0.64,464.1,0.0,100.0,22.0,"(2030, 2541)"
16.04.2023 22:00:00,16.04.2023 23:00:00,0.46,0.0,104.0,799.4,0.0,0.0,0.072,1338.7,0.63,433.1,0.0,100.0,22.0,"(2030, 2542)"
16.04.2023 23:00:00,17.04.2023 00:00:00,0.51,0.0,104.0,795.3,0.0,0.0,0.072,1170.2,0.62,419.1,0.0,100.0,22.0,"(2030, 2543)"
17.04.2023 00:00:00,17.04.2023 01:00:00,0.57,0.0,104.0,737.1,0.0,0.0,0.072,255.7,0.58,257.9,0.0,100.0,22.0,"(2030, 2544)"
17.04.2023 01:00:00,17.04.2023 02:00:00,0.61,0.0,105.0,724.3,0.0,0.0,0.072,-111.8,0.57,170.0,0.0,100.0,22.0,"(2030, 2545)"
17.04.2023 02:00:00,17.04.2023 03:00:00,0.6,0.0,104.0,735.9,0.0,0.0,0.072,-218.0,0.57,131.5,0.0,100.0,22.0,"(2030, 2546)"
17.04.2023 03:00:00,17.04.2023 04:00:00,0.64,0.0,104.0,738.8,0.0,0.0,0.072,-108.3,0.57,126.6,0.0,100.0,22.0,"(2030, 2547)"
17.04.2023 04:00:00,17.04.2023 05:00:00,0.67,0.0,100.0,739.3,0.0,0.0,0.072,-295.1,0.58,129.2,0.0,100.0,22.0,"(2030, 2548)"
17.04.2023 05:00:00,17.04.2023 06:00:00,0.68,0.0,100.0,731.1,0.0,0.0,0.072,636.1,0.59,199.5,0.0,100.0,22.0,"(2030, 2549)"
17.04.2023 06:00:00,17.04.2023 07:00:00,0.68,0.02,96.0,744.3,0.0,0.0,0.072,1684.0,0.61,377.2,0.0,100.0,22.0,"(2030, 2550)"
17.04.2023 07:00:00,17.04.2023 08:00:00,0.66,0.05,97.0,750.5,0.0,0.0,0.072,2134.4,0.64,478.7,0.0,100.0,22.0,"(2030, 2551)"
17.04.2023 08:00:00,17.04.2023 09:00:00,0.57,0.13,100.0,758.7,0.0,0.0,0.072,2149.8,0.65,430.3,0.0,100.0,22.0,"(2030, 2552)"
17.04.2023 09:00:00,17.04.2023 10:00:00,0.52,0.23,100.0,764.3,0.0,0.0,0.072,1936.7,0.65,419.5,0.0,100.0,22.0,"(2030, 2553)"
17.04.2023 10:00:00,17.04.2023 11:00:00,0.55,0.33,100.0,791.4,0.0,0.0,0.072,718.2,0.64,336.9,0.0,100.0,22.0,"(2030, 2554)"
17.04.2023 11:00:00,17.04.2023 12:00:00,0.61,0.38,100.0,1063.1,0.0,0.0,0.072,-392.3,0.64,279.0,0.0,100.0,22.0,"(2030, 2555)"
17.04.2023 12:00:00,17.04.2023 13:00:00,0.62,0.42,100.0,1184.1,0.0,0.0,0.072,-731.3,0.64,205.0,0.0,100.0,22.0,"(2030, 2556)"
17.04.2023 13:00:00,17.04.2023 14:00:00,0.65,0.44,100.0,796.4,0.0,0.0,0.072,-1150.3,0.63,246.3,0.0,100.0,22.0,"(2030, 2557)"
17.04.2023 14:00:00,17.04.2023 15:00:00,0.67,0.43,100.0,731.4,0.0,0.0,0.072,-1104.7,0.57,201.4,0.0,100.0,22.0,"(2030, 2558)"
17.04.2023 15:00:00,17.04.2023 16:00:00,0.74,0.4,100.0,712.5,0.0,0.0,0.072,-538.9,0.55,211.5,0.0,100.0,22.0,"(2030, 2559)"
17.04.2023 16:00:00,17.04.2023 17:00:00,0.82,0.32,100.0,711.9,0.0,0.0,0.072,-483.0,0.59,196.0,0.0,100.0,22.0,"(2030, 2560)"
17.04.2023 17:00:00,17.04.2023 18:00:00,0.85,0.21,102.0,1192.1,0.0,0.0,0.072,-894.0,0.59,178.2,0.0,100.0,22.0,"(2030, 2561)"
17.04.2023 18:00:00,17.04.2023 19:00:00,0.82,0.09,102.0,1431.9,0.0,0.0,0.072,-238.3,0.62,270.9,0.0,100.0,22.0,"(2030, 2562)"
17.04.2023 19:00:00,17.04.2023 20:00:00,0.77,0.03,100.0,1441.7,0.0,0.0,0.072,1840.6,0.63,393.9,0.0,100.0,22.0,"(2030, 2563)"
17.04.2023 20:00:00,17.04.2023 21:00:00,0.75,0.0,100.0,1428.6,0.0,0.0,0.072,2009.5,0.63,419.1,0.0,100.0,22.0,"(2030, 2564)"
17.04.2023 21:00:00,17.04.2023 22:00:00,0.72,0.0,100.0,1421.2,0.0,0.0,0.072,1230.8,0.64,323.1,0.0,100.0,22.0,"(2030, 2565)"
17.04.2023 22:00:00,17.04.2023 23:00:00,0.69,0.0,104.0,1355.0,0.0,0.0,0.072,287.7,0.62,271.3,0.0,100.0,22.0,"(2030, 2566)"
17.04.2023 23:00:00,18.04.2023 00:00:00,0.65,0.0,101.0,1311.2,0.0,0.0,0.072,-4.4,0.6,176.0,0.0,100.0,22.0,"(2030, 2567)"
18.04.2023 00:00:00,18.04.2023 01:00:00,0.62,0.0,100.0,1086.1,0.0,0.0,0.072,162.6,0.58,100.2,0.0,100.0,22.0,"(2030, 2568)"
18.04.2023 01:00:00,18.04.2023 02:00:00,0.6,0.0,100.0,770.0,0.0,0.0,0.072,-131.6,0.57,125.4,0.0,100.0,22.0,"(2030, 2569)"
18.04.2023 02:00:00,18.04.2023 03:00:00,0.58,0.0,100.0,666.2,0.0,0.0,0.072,-142.2,0.58,71.2,0.0,100.0,22.0,"(2030, 2570)"
18.04.2023 03:00:00,18.04.2023 04:00:00,0.58,0.0,100.0,672.0,0.0,0.0,0.072,-168.6,0.58,53.1,0.0,100.0,22.0,"(2030, 2571)"
18.04.2023 04:00:00,18.04.2023 05:00:00,0.54,0.0,100.0,709.5,0.0,0.0,0.072,-632.9,0.58,52.3,0.0,100.0,22.0,"(2030, 2572)"
18.04.2023 05:00:00,18.04.2023 06:00:00,0.5,0.0,101.0,998.4,0.0,0.0,0.072,239.4,0.59,87.6,0.0,100.0,22.0,"(2030, 2573)"
18.04.2023 06:00:00,18.04.2023 07:00:00,0.46,0.02,104.0,1402.8,0.0,0.0,0.072,1253.3,0.6,395.5,0.0,100.0,22.0,"(2030, 2574)"
18.04.2023 07:00:00,18.04.2023 08:00:00,0.38,0.04,107.0,1453.1,0.0,0.0,0.072,2418.8,0.6,615.0,0.0,100.0,22.0,"(2030, 2575)"
18.04.2023 08:00:00,18.04.2023 09:00:00,0.31,0.09,109.0,1458.2,0.0,0.0,0.072,2394.7,0.6,857.4,0.0,100.0,22.0,"(2030, 2576)"
18.04.2023 09:00:00,18.04.2023 10:00:00,0.28,0.16,112.0,1462.1,0.0,0.0,0.072,1920.7,0.6,563.9,0.0,100.0,22.0,"(2030, 2577)"
18.04.2023 10:00:00,18.04.2023 11:00:00,0.21,0.23,115.0,1523.2,0.0,0.0,0.072,530.7,0.61,190.7,0.0,100.0,22.0,"(2030, 2578)"
18.04.2023 11:00:00,18.04.2023 12:00:00,0.14,0.28,116.0,1515.3,0.0,0.0,0.072,436.9,0.62,225.3,0.0,100.0,22.0,"(2030, 2579)"
18.04.2023 12:00:00,18.04.2023 13:00:00,0.11,0.33,116.0,991.8,0.0,0.0,0.072,368.8,0.61,255.5,0.0,100.0,22.0,"(2030, 2580)"
18.04.2023 13:00:00,18.04.2023 14:00:00,0.09,0.36,116.0,727.5,0.0,0.0,0.072,232.5,0.61,199.7,0.0,100.0,22.0,"(2030, 2581)"
18.04.2023 14:00:00,18.04.2023 15:00:00,0.11,0.36,116.0,697.7,0.0,0.0,0.072,-4.4,0.6,108.3,0.0,100.0,22.0,"(2030, 2582)"
18.04.2023 15:00:00,18.04.2023 16:00:00,0.16,0.33,116.0,684.1,0.0,0.0,0.072,-60.6,0.6,103.0,0.0,100.0,22.0,"(2030, 2583)"
18.04.2023 16:00:00,18.04.2023 17:00:00,0.23,0.28,116.0,715.6,0.0,0.0,0.072,-108.9,0.6,140.7,0.0,100.0,22.0,"(2030, 2584)"
18.04.2023 17:00:00,18.04.2023 18:00:00,0.28,0.19,116.0,926.3,0.0,0.0,0.072,-109.4,0.63,159.1,0.0,100.0,22.0,"(2030, 2585)"
18.04.2023 18:00:00,18.04.2023 19:00:00,0.38,0.09,115.0,1319.5,0.0,0.0,0.072,55.7,0.63,193.0,0.0,100.0,22.0,"(2030, 2586)"
18.04.2023 19:00:00,18.04.2023 20:00:00,0.46,0.03,111.0,1395.4,0.0,0.0,0.072,737.9,0.65,325.1,0.0,100.0,22.0,"(2030, 2587)"
18.04.2023 20:00:00,18.04.2023 21:00:00,0.55,0.0,108.0,1362.1,0.0,0.0,0.072,1256.2,0.65,486.4,0.0,100.0,22.0,"(2030, 2588)"
18.04.2023 21:00:00,18.04.2023 22:00:00,0.53,0.0,108.0,1338.1,0.0,0.0,0.072,1521.4,0.63,332.8,0.0,100.0,22.0,"(2030, 2589)"
18.04.2023 22:00:00,18.04.2023 23:00:00,0.44,0.0,108.0,1331.6,0.0,0.0,0.072,1054.8,0.61,278.7,0.0,100.0,22.0,"(2030, 2590)"
18.04.2023 23:00:00,19.04.2023 00:00:00,0.41,0.0,108.0,854.2,0.0,0.0,0.072,-270.8,0.61,113.5,0.0,100.0,22.0,"(2030, 2591)"
19.04.2023 00:00:00,19.04.2023 01:00:00,0.4,0.0,112.0,667.6,0.0,0.0,0.072,-124.1,0.6,86.2,0.0,100.0,22.0,"(2030, 2592)"
19.04.2023 01:00:00,19.04.2023 02:00:00,0.41,0.0,108.0,664.3,0.0,0.0,0.072,-183.0,0.59,62.2,0.0,100.0,22.0,"(2030, 2593)"
19.04.2023 02:00:00,19.04.2023 03:00:00,0.33,0.0,108.0,715.9,0.0,0.0,0.072,-86.7,0.62,60.3,0.0,100.0,22.0,"(2030, 2594)"
19.04.2023 03:00:00,19.04.2023 04:00:00,0.32,0.0,112.0,700.8,0.0,0.0,0.072,214.0,0.6,92.6,0.0,100.0,22.0,"(2030, 2595)"
19.04.2023 04:00:00,19.04.2023 05:00:00,0.35,0.0,112.0,754.9,0.0,0.0,0.072,48.9,0.61,68.6,0.0,100.0,22.0,"(2030, 2596)"
19.04.2023 05:00:00,19.04.2023 06:00:00,0.39,0.0,112.0,856.3,0.0,0.0,0.072,-4.8,0.61,195.4,0.0,100.0,22.0,"(2030, 2597)"
19.04.2023 06:00:00,19.04.2023 07:00:00,0.4,0.02,111.0,1291.8,0.0,0.0,0.072,1554.2,0.62,440.8,0.0,100.0,22.0,"(2030, 2598)"
19.04.2023 07:00:00,19.04.2023 08:00:00,0.38,0.05,109.0,1331.8,0.0,0.0,0.072,2034.7,0.62,596.4,0.0,100.0,22.0,"(2030, 2599)"
19.04.2023 08:00:00,19.04.2023 09:00:00,0.37,0.12,112.0,1337.8,0.0,0.0,0.072,1781.7,0.62,425.3,0.0,100.0,22.0,"(2030, 2600)"
19.04.2023 09:00:00,19.04.2023 10:00:00,0.3,0.21,113.0,1236.4,0.0,0.0,0.072,185.4,0.62,173.7,0.0,100.0,22.0,"(2030, 2601)"
19.04.2023 10:00:00,19.04.2023 11:00:00,0.29,0.28,118.0,938.9,0.0,0.0,0.072,103.6,0.62,207.3,0.0,100.0,22.0,"(2030, 2602)"
19.04.2023 11:00:00,19.04.2023 12:00:00,0.24,0.31,120.0,728.7,0.0,0.0,0.072,41.1,0.62,247.0,0.0,100.0,22.0,"(2030, 2603)"
19.04.2023 12:00:00,19.04.2023 13:00:00,0.22,0.34,120.0,688.6,0.0,0.0,0.072,-445.1,0.62,165.1,0.0,100.0,22.0,"(2030, 2604)"
19.04.2023 13:00:00,19.04.2023 14:00:00,0.19,0.35,120.0,675.7,0.0,0.0,0.072,-368.1,0.61,196.5,0.0,100.0,22.0,"(2030, 2605)"
19.04.2023 14:00:00,19.04.2023 15:00:00,0.17,0.32,120.0,699.7,0.0,0.0,0.072,-304.4,0.61,215.0,0.0,100.0,22.0,"(2030, 2606)"
19.04.2023 15:00:00,19.04.2023 16:00:00,0.16,0.27,119.0,670.0,0.0,0.0,0.072,-240.6,0.61,272.3,0.0,100.0,22.0,"(2030, 2607)"
19.04.2023 16:00:00,19.04.2023 17:00:00,0.18,0.22,116.0,662.1,0.0,0.0,0.072,-374.7,0.62,194.3,0.0,100.0,22.0,"(2030, 2608)"
19.04.2023 17:00:00,19.04.2023 18:00:00,0.22,0.14,116.0,937.6,0.0,0.0,0.072,187.8,0.62,153.8,0.0,100.0,22.0,"(2030, 2609)"
19.04.2023 18:00:00,19.04.2023 19:00:00,0.21,0.07,116.0,1156.2,0.0,0.0,0.072,245.2,0.65,278.7,0.0,100.0,22.0,"(2030, 2610)"
19.04.2023 19:00:00,19.04.2023 20:00:00,0.2,0.03,114.0,1424.8,0.0,0.0,0.072,987.3,0.65,480.9,0.0,100.0,22.0,"(2030, 2611)"
19.04.2023 20:00:00,19.04.2023 21:00:00,0.2,0.0,111.0,1464.5,0.0,0.0,0.072,1294.4,0.65,510.6,0.0,100.0,22.0,"(2030, 2612)"
19.04.2023 21:00:00,19.04.2023 22:00:00,0.22,0.0,108.0,1475.0,0.0,0.0,0.072,896.4,0.66,304.9,0.0,100.0,22.0,"(2030, 2613)"
19.04.2023 22:00:00,19.04.2023 23:00:00,0.26,0.0,108.0,1449.7,0.0,0.0,0.072,426.5,0.66,240.0,0.0,100.0,22.0,"(2030, 2614)"
19.04.2023 23:00:00,20.04.2023 00:00:00,0.28,0.0,108.0,1043.9,0.0,0.0,0.072,-124.1,0.63,156.6,0.0,100.0,22.0,"(2030, 2615)"
20.04.2023 00:00:00,20.04.2023 01:00:00,0.27,0.0,96.0,832.8,0.0,0.0,0.072,1.7,0.61,161.2,0.0,100.0,22.0,"(2030, 2616)"
20.04.2023 01:00:00,20.04.2023 02:00:00,0.26,0.0,96.0,733.1,0.0,0.0,0.072,578.5,0.6,116.0,0.0,100.0,22.0,"(2030, 2617)"
20.04.2023 02:00:00,20.04.2023 03:00:00,0.26,0.0,96.0,727.2,0.0,0.0,0.072,38.5,0.61,125.8,0.0,100.0,22.0,"(2030, 2618)"
20.04.2023 03:00:00,20.04.2023 04:00:00,0.24,0.0,96.0,809.6,0.0,0.0,0.072,51.7,0.61,117.9,0.0,100.0,22.0,"(2030, 2619)"
20.04.2023 04:00:00,20.04.2023 05:00:00,0.23,0.0,96.0,990.8,0.0,0.0,0.072,196.1,0.6,172.6,0.0,100.0,22.0,"(2030, 2620)"
20.04.2023 05:00:00,20.04.2023 06:00:00,0.18,0.0,96.0,1369.6,0.0,0.0,0.072,138.9,0.61,223.5,0.0,100.0,22.0,"(2030, 2621)"
20.04.2023 06:00:00,20.04.2023 07:00:00,0.14,0.02,96.0,1858.5,0.0,0.0,0.072,1167.2,0.64,379.7,0.0,100.0,22.0,"(2030, 2622)"
20.04.2023 07:00:00,20.04.2023 08:00:00,0.09,0.05,96.0,2065.2,0.0,0.0,0.072,2064.6,0.65,714.8,0.0,100.0,22.0,"(2030, 2623)"
20.04.2023 08:00:00,20.04.2023 09:00:00,0.04,0.11,94.0,2146.1,0.0,0.0,0.072,1953.6,0.66,719.8,0.0,100.0,22.0,"(2030, 2624)"
20.04.2023 09:00:00,20.04.2023 10:00:00,0.02,0.19,92.0,2429.5,0.0,0.0,0.072,1503.8,0.67,329.4,0.0,100.0,22.0,"(2030, 2625)"
20.04.2023 10:00:00,20.04.2023 11:00:00,0.01,0.27,92.0,2437.3,0.0,0.0,0.072,645.6,0.69,330.7,0.0,100.0,22.0,"(2030, 2626)"
20.04.2023 11:00:00,20.04.2023 12:00:00,0.01,0.33,92.0,1911.3,0.0,0.0,0.072,104.6,0.69,246.4,0.0,100.0,22.0,"(2030, 2627)"
20.04.2023 12:00:00,20.04.2023 13:00:00,0.01,0.39,92.0,1963.7,0.0,0.0,0.072,462.7,0.68,197.6,0.0,100.0,22.0,"(2030, 2628)"
20.04.2023 13:00:00,20.04.2023 14:00:00,0.01,0.42,92.0,1184.6,0.0,0.0,0.072,109.9,0.69,165.9,0.0,100.0,22.0,"(2030, 2629)"
20.04.2023 14:00:00,20.04.2023 15:00:00,0.02,0.42,92.0,974.9,0.0,0.0,0.072,-266.3,0.68,227.8,0.0,100.0,22.0,"(2030, 2630)"
20.04.2023 15:00:00,20.04.2023 16:00:00,0.02,0.39,92.0,947.0,0.0,0.0,0.072,-410.7,0.66,190.0,0.0,100.0,22.0,"(2030, 2631)"
20.04.2023 16:00:00,20.04.2023 17:00:00,0.03,0.32,92.0,984.3,0.0,0.0,0.072,-50.7,0.65,263.9,0.0,100.0,22.0,"(2030, 2632)"
20.04.2023 17:00:00,20.04.2023 18:00:00,0.03,0.21,92.0,1192.5,0.0,0.0,0.072,522.9,0.65,388.2,0.0,100.0,22.0,"(2030, 2633)"
20.04.2023 18:00:00,20.04.2023 19:00:00,0.02,0.1,92.0,1487.8,0.0,0.0,0.072,1644.0,0.66,448.0,0.0,100.0,22.0,"(2030, 2634)"
20.04.2023 19:00:00,20.04.2023 20:00:00,0.01,0.03,92.0,1553.3,0.0,0.0,0.072,1760.8,0.66,487.6,0.0,100.0,22.0,"(2030, 2635)"
20.04.2023 20:00:00,20.04.2023 21:00:00,0.02,0.0,92.0,1578.9,0.0,0.0,0.072,1879.2,0.66,428.0,0.0,100.0,22.0,"(2030, 2636)"
20.04.2023 21:00:00,20.04.2023 22:00:00,0.02,0.0,92.0,1692.8,0.0,0.0,0.072,1297.9,0.66,353.9,0.0,100.0,22.0,"(2030, 2637)"
20.04.2023 22:00:00,20.04.2023 23:00:00,0.02,0.0,92.0,1590.4,0.0,0.0,0.072,1155.7,0.65,321.8,0.0,100.0,22.0,"(2030, 2638)"
20.04.2023 23:00:00,21.04.2023 00:00:00,0.03,0.0,92.0,1368.9,0.0,0.0,0.072,42.3,0.63,209.7,0.0,100.0,22.0,"(2030, 2639)"
21.04.2023 00:00:00,21.04.2023 01:00:00,0.06,0.0,96.0,995.3,0.0,0.0,0.072,141.1,0.62,188.7,0.0,100.0,22.0,"(2030, 2640)"
21.04.2023 01:00:00,21.04.2023 02:00:00,0.07,0.0,96.0,849.5,0.0,0.0,0.072,243.1,0.63,154.0,0.0,100.0,22.0,"(2030, 2641)"
21.04.2023 02:00:00,21.04.2023 03:00:00,0.07,0.0,94.0,805.9,0.0,0.0,0.072,-155.6,0.63,146.4,0.0,100.0,22.0,"(2030, 2642)"
21.04.2023 03:00:00,21.04.2023 04:00:00,0.08,0.0,92.0,844.0,0.0,0.0,0.072,-102.5,0.63,165.8,0.0,100.0,22.0,"(2030, 2643)"
21.04.2023 04:00:00,21.04.2023 05:00:00,0.1,0.0,92.0,845.2,0.0,0.0,0.072,-160.6,0.62,115.6,0.0,100.0,22.0,"(2030, 2644)"
21.04.2023 05:00:00,21.04.2023 06:00:00,0.08,0.0,92.0,873.3,0.0,0.0,0.072,406.1,0.57,331.3,0.0,100.0,22.0,"(2030, 2645)"
21.04.2023 06:00:00,21.04.2023 07:00:00,0.06,0.02,92.0,1527.6,0.0,0.0,0.072,1848.0,0.6,739.2,0.0,100.0,22.0,"(2030, 2646)"
21.04.2023 07:00:00,21.04.2023 08:00:00,0.07,0.07,92.0,1743.5,0.0,0.0,0.072,2056.9,0.61,785.3,0.0,100.0,22.0,"(2030, 2647)"
21.04.2023 08:00:00,21.04.2023 09:00:00,0.07,0.18,90.0,1632.2,0.0,0.0,0.072,1493.4,0.63,567.9,0.0,100.0,22.0,"(2030, 2648)"
21.04.2023 09:00:00,21.04.2023 10:00:00,0.07,0.33,88.0,1495.6,0.0,0.0,0.072,448.9,0.66,343.3,0.0,100.0,22.0,"(2030, 2649)"
21.04.2023 10:00:00,21.04.2023 11:00:00,0.09,0.45,88.0,1048.6,0.0,0.0,0.072,-388.8,0.66,197.2,0.0,100.0,22.0,"(2030, 2650)"
21.04.2023 11:00:00,21.04.2023 12:00:00,0.09,0.54,89.0,655.9,0.0,0.0,0.072,-380.8,0.67,236.0,0.0,100.0,22.0,"(2030, 2651)"
21.04.2023 12:00:00,21.04.2023 13:00:00,0.07,0.6,92.0,415.4,0.0,0.0,0.072,-634.2,0.66,120.6,0.0,100.0,22.0,"(2030, 2652)"
21.04.2023 13:00:00,21.04.2023 14:00:00,0.05,0.61,92.0,200.4,0.0,0.0,0.072,-862.0,0.66,87.4,0.0,100.0,22.0,"(2030, 2653)"
21.04.2023 14:00:00,21.04.2023 15:00:00,0.05,0.59,92.0,147.3,0.0,0.0,0.072,-832.1,0.64,108.0,0.0,100.0,22.0,"(2030, 2654)"
21.04.2023 15:00:00,21.04.2023 16:00:00,0.05,0.51,92.0,146.0,0.0,0.0,0.072,-652.1,0.64,118.4,0.0,100.0,22.0,"(2030, 2655)"
21.04.2023 16:00:00,21.04.2023 17:00:00,0.04,0.41,92.0,151.7,0.0,0.0,0.072,-619.7,0.65,158.4,0.0,100.0,22.0,"(2030, 2656)"
21.04.2023 17:00:00,21.04.2023 18:00:00,0.04,0.27,92.0,295.5,0.0,0.0,0.072,611.1,0.62,256.1,0.0,100.0,22.0,"(2030, 2657)"
21.04.2023 18:00:00,21.04.2023 19:00:00,0.03,0.12,92.0,273.6,0.0,0.0,0.072,985.9,0.64,279.6,0.0,100.0,22.0,"(2030, 2658)"
